timestamp,open,high,low,close,volume
2025-12-05,3134.11,3192.58,2986.11,3023.1,2887.82604933
2025-12-06,3022.07,3069.21,3013.46,3038.61,270.71064158
2025-12-07,3038.16,3149.27,2915.47,3059.35,1149.17841728
2025-12-08,3060.29,3179.33,3044.96,3124.64,1914.7246552
2025-12-09,3124.85,3396.15,3091.73,3321.73,2914.33900016
2025-12-10,3317.51,3446.46,3288.2,3324.27,2583.81780063
2025-12-11,3324.48,3327.22,3148.2,3237.22,2834.13207808
2025-12-12,3237.42,3264.78,3046.77,3083.83,1970.98598812
2025-12-13,3084.56,3134.55,3080.0,3114.36,960.52525416
2025-12-14,3114.91,3128.46,3026.69,3061.09,1610.92018449
2025-12-15,3062.95,3175.0,2894.08,2961.76,2685.3127167
2025-12-16,2965.12,2981.04,2877.0,2964.61,1196.38184544
2025-12-17,2962.09,3028.39,2792.32,2830.99,3079.60272805
2025-12-18,2833.67,2995.65,2776.38,2827.81,3731.27071838
2025-12-19,2828.93,3014.75,2808.42,2979.47,2220.60280144
2025-12-20,2979.78,2993.21,2968.19,2977.69,602.74991876
2025-12-21,2978.03,3011.02,2946.16,3004.57,1553.98523314
2025-12-22,3002.34,3077.25,2964.69,3008.1,1233.61743611
2025-12-23,3009.99,3035.07,2902.27,2964.7,1276.00684935
2025-12-24,2965.29,2976.84,2889.79,2947.73,1024.80910867
2025-12-25,2947.65,2971.18,2892.73,2905.39,425.10072611
2025-12-26,2903.69,2991.7,2896.24,2928.52,725.7623725
2025-12-27,2928.73,2961.47,2918.15,2948.52,580.50880715
2025-12-28,2950.24,2958.24,2927.17,2950.86,472.68913753
2025-12-29,2951.07,3054.7,2910.81,2938.4,2502.66781612
2025-12-30,2936.63,3008.29,2920.35,2974.83,911.09952064
2025-12-31,2972.96,3026.76,2960.14,2971.27,499.1290479
2026-01-01,2972.73,3010.03,2972.73,3003.82,293.40395172
2026-01-02,3003.66,3148.13,2992.84,3124.87,4577.4218746
2026-01-03,3124.41,3135.46,3077.01,3126.99,1615.39791655
2026-01-04,3127.8,3166.67,3118.61,3143.54,610.55069598
2026-01-05,3145.09,3264.37,3136.72,3225.2,1542.91431216
2026-01-06,3228.07,3307.28,3185.06,3299.05,1106.65274576
2026-01-07,3292.5,3292.5,3126.9,3169.93,2007.6494156
2026-01-08,3169.41,3183.28,3054.93,3107.19,1474.4972341
2026-01-09,3106.14,3145.54,3061.0,3086.48,1078.50940664
2026-01-10,3086.75,3103.0,3078.84,3087.98,309.92570879
2026-01-11,3086.3,3146.84,3084.39,3122.59,433.76824336
2026-01-12,3123.11,3170.92,3066.72,3095.47,1419.86254607
2026-01-13,3094.81,3375.62,3091.74,3324.45,2392.74551547
2026-01-14,3324.74,3401.78,3281.21,3354.24,2972.60549877
2026-01-15,3354.95,3383.87,3272.65,3318.03,1071.61612989
2026-01-16,3318.7,3326.18,3253.38,3297.28,941.03853984
2026-01-17,3296.35,3329.85,3284.4,3310.08,372.58111861
2026-01-18,3307.79,3367.86,3280.0,3282.32,553.01501166
2026-01-19,3276.81,3276.81,3165.68,3188.53,2327.08492672
2026-01-20,3188.9,3199.29,2917.27,2939.84,2767.06962715
2026-01-21,2940.86,3068.18,2865.98,2981.83,3338.24519599
2026-01-22,2985.59,3037.69,2907.66,2952.41,1217.80930567
2026-01-23,2953.0,3020.44,2894.24,2957.17,1176.75549286
2026-01-24,2958.05,2969.02,2945.85,2953.19,310.65501545
2026-01-25,2954.62,2959.66,2787.19,2818.94,2134.07804449
2026-01-26,2816.35,2950.0,2813.44,2929.65,1844.72151769
2026-01-27,2930.98,3035.0,2900.4,3026.47,1476.02714667
2026-01-28,3027.27,3044.66,2985.33,3008.27,1680.29904931
2026-01-29,3011.27,3011.27,2752.49,2824.18,1878.13715853
2026-01-30,2822.54,2828.75,2634.89,2706.57,4459.89648347
2026-01-31,2706.34,2714.16,2244.6,2451.66,6207.45663569
2026-02-01,2452.51,2475.7,2222.07,2269.71,4500.873965
2026-02-02,2270.63,2395.63,2158.0,2346.64,8310.63971376
2026-02-03,2344.4,2360.28,2110.46,2233.89,5245.88133483
2026-02-04,2231.86,2295.36,2078.11,2147.96,8052.47566917
2026-02-05,2147.96,2171.73,1819.06,1827.08,13684.8088844
2026-02-06,1826.93,2093.25,1747.93,2064.27,9464.17319767
2026-02-07,2063.59,2123.48,1996.52,2087.13,5648.52183473
2026-02-08,2087.71,2150.96,2066.94,2088.37,2740.37641011
2026-02-09,2089.91,2146.48,2010.0,2102.46,4515.19735186
2026-02-10,2105.17,2123.66,1989.57,2020.65,2686.35112161
2026-02-11,2022.72,2030.97,1892.72,1941.55,4819.06089474
2026-02-12,1941.74,2000.0,1898.11,1948.73,2135.34993663
2026-02-13,1948.0,2071.2,1925.25,2049.22,1511.75210628
2026-02-14,2048.93,2107.06,2043.22,2086.14,971.87770766
2026-02-15,2086.37,2102.93,1929.19,1966.26,2582.98386963
2026-02-16,1966.74,2022.74,1939.07,1998.49,1249.67103896
2026-02-17,1998.49,2015.38,1941.91,1991.5,1429.85950899
2026-02-18,1992.41,2038.72,1923.85,1955.66,1756.57780561
